id,company1,company2,company3,company4,company5,company6,namemine,town,province,latitude,longitude,open1,close1,open2,close2,open3,close3,commodity1,commodity2,commodity3,commodity4,commodity5,commodity6,commodity7,commodity8,active_status
563,Silmonac Mines,Silvana,Dickenson Mines,Kam Kotia Burkham Joint Venture,N/A,N/A,Silvana,New Denver,British Columbia,49.972499,-117.25166,1913,1993,N/A,N/A,N/A,N/A,Silver,Lead,Zinc,Cadmium,Copper,N/A,N/A,N/A,False
564,Sifto Salt,Domtar Chemicals,Sifto Canada,Purity Flour Mills,N/A,N/A,N/A,Goderich,Ontario,43.74515,-81.718467,1915,1981,N/A,N/A,N/A,N/A,Salt,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
565,Windsor Plaster,Gypsum Lime and Alabastine Company of Toronto,N/A,N/A,N/A,N/A,N/A,Hants County,Nova Scotia,45.08688869,-63.91264812,1915,1958,N/A,N/A,N/A,N/A,Gypsum,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
566,Paymaster Consolidates Mines,Porcupine Paymaster,N/A,N/A,N/A,N/A,Paymaster,N/A,Ontario,48.45789,-81.2619,1915,1965,N/A,N/A,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
567,E Montpetit et Fils,Melocheville Mining,Timinco,N/A,N/A,N/A,Chromasco Quarry,Melocheville,Quebec,45.099606,-73.637762,1916,1991,N/A,N/A,N/A,N/A,Silica,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
568,Indusmin,Unimin Canada,Canadian Carborundum,Canadian Silica,N/A,N/A,Saint-Canut,St. Canut,Quebec,45.71678,-74.08251,1917,2022,N/A,N/A,N/A,N/A,Silica,N/A,N/A,N/A,N/A,N/A,N/A,N/A,True
569,Canadian John Manville,JM Asbestos,N/A,N/A,N/A,N/A,N/A,N/A,Quebec,45.76972,-71.95,1918,1982,1996,2001,N/A,N/A,Asbestos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
570,Carey Canadian Mines,Quebec Asbestos,N/A,N/A,N/A,N/A,QAC (Philip Carey/Celotex) or Carey,East Broughton,Quebec,46.256393,-71.046172,1918,1986,N/A,N/A,N/A,N/A,Chrysotile,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
571,Sherwin Williams of Canada,N/A,N/A,N/A,N/A,N/A,Red Mill (nine miles east of Trois Rivières),N/A,Quebec,46.426221,-72.462985,1922,1966,N/A,N/A,N/A,N/A,Iron ore,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
572,Quemont Mining,N/A,N/A,N/A,N/A,N/A,N/A,Noranda,Quebec,48.25778,-79.0177,1922,1971,N/A,N/A,N/A,N/A,Copper,Gold,Zinc,Silver,Pyrite,N/A,N/A,N/A,False
573,Deer Horn Mines,N/A,N/A,N/A,N/A,N/A,Deer Horn or Cross Lake O'Brien,Cobalt,Ontario,47.39107,-79.64549,1923,1970,N/A,N/A,N/A,N/A,Silver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
574,Gypsum Lime and Alabastine Canada,Domtar,Canada Cement Lafarge,Lafarge Canada,N/A,N/A,Falkland,N/A,British Columbia,50.511111,-119.5525,1926,2011,N/A,N/A,N/A,N/A,Gypsum,Anhydrite,N/A,N/A,N/A,N/A,N/A,N/A,False
575,Falconbridge,N/A,N/A,N/A,N/A,N/A,5s,Sudbury,Ontario,46.58,-80.795,1928,1984,N/A,N/A,N/A,N/A,Nickel,Copper,Platinum,Cobalt,Silver,Gold,N/A,N/A,False
576,Coniaurum Mines,N/A,N/A,N/A,N/A,N/A,Coniaurum,N/A,Ontario,48.4881,-81.27099,1928,1960,N/A,N/A,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
577,Graybec,N/A,N/A,N/A,N/A,N/A,Bedford,Bedford,Quebec,45.114415,-73.014601,1930,2022,N/A,N/A,N/A,N/A,Lime,N/A,N/A,N/A,N/A,N/A,N/A,N/A,True
578,Johnsons,N/A,N/A,N/A,N/A,N/A,N/A,Black Lake,Quebec,46.04863,-71.3685,1930,1964,N/A,N/A,N/A,N/A,Asbestos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
579,Bevcourt Gold Mines,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Quebec,48.09583,-77.42222,1931,1965,N/A,N/A,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
580,Canadian Salt,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nova Scotia,46.89361,-60.48389,1933,1955,N/A,N/A,N/A,N/A,Gypsum,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
581,St Lawrence of Newfoundland,N/A,N/A,N/A,N/A,N/A,N/A,St Lawrence,Newfoundland and Labrador,46.903198,-55.399156,1933,1961,N/A,N/A,N/A,N/A,Fluorspar,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
582,Newfoundland Fluorspar,Aluminum of Canada,Canadian Florspar,N/A,N/A,N/A,Newfoundland Fluorspar Works,St. Lawrence,Newfoundland and Labrador,46.903198,-55.399156,1933,1978,N/A,N/A,N/A,N/A,Fluorspar,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
583,Macassa Mines,Upper Canada Resources,Kinross Gold,Kirkland Lake Gold,N/A,N/A,Macassas,Kirkland Lake,Ontario,48.130261,-80.088542,1933,1999,2002,2022,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,True
584,Pamour Porcupine Mines,N/A,N/A,N/A,N/A,N/A,N/A,Matachewan,Ontario,48.522253,-81.120492,1934,2011,N/A,N/A,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
585,American Nepheline,Industrial Minerals of Canada,Indusmin,N/A,N/A,N/A,Nephton Quarry,Peterborough Twp,Ontario,44.62805,-78.00275,1935,2022,N/A,N/A,N/A,N/A,Nepheline Syenite,N/A,N/A,N/A,N/A,N/A,N/A,N/A,True
586,International Minerals and Chemical,Sobin Chemicals,IMC Chemical Group,Unimin Canada,N/A,N/A,Blue Mountain,Peterborough County,Ontario,44.68005,-77.94976,1935,2020,N/A,N/A,N/A,N/A,Nepheline Syenite,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
587,Royal Oak Mines,Goldcorp,N/A,N/A,N/A,N/A,Hoyle,Timmins,Ontario,48.52723,-81.09293,1935,1949,1976,1990,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
588,Chibougamau Explorers,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Quebec,49.9162471,-74.37120324,1935,1958,N/A,N/A,N/A,N/A,Copper,Gold,N/A,N/A,N/A,N/A,N/A,N/A,False
589,Madsen Red Lake Gold Mines,Madsen Gold,N/A,N/A,N/A,N/A,Madsen,Red Lake,Ontario,50.96714,-93.91769,1935,1972,N/A,N/A,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
590,McKenzie Red Lake Gold Mines,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ontario,51.0775,-93.8275,1935,1966,N/A,N/A,N/A,N/A,Gold,Silver,N/A,N/A,N/A,N/A,N/A,N/A,False
591,Blackburn Bros,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Quebec,45.679092,-75.60765,1936,1964,N/A,N/A,N/A,N/A,Mica,Apatite,N/A,N/A,N/A,N/A,N/A,N/A,False
592,Little Narrows Gypsum,CGC,N/A,N/A,N/A,N/A,N/A,Little Narrows,Nova Scotia,45.994626,-60.94677782,1936,2016,N/A,N/A,N/A,N/A,Gypsum,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
593,Pamour Porcupine Mines,N/A,N/A,N/A,N/A,N/A,No.3,Timmins (Pamour),Ontario,48.52278,-81.115,1936,1986,2006,2011,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
594,Charter Coals,Century Coals,Amalgamated Coals,N/A,N/A,N/A,Atlas Coal,East Coulee,Alberta,51.32863,-112.48251,1936,1979,N/A,N/A,N/A,N/A,Coal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
595,New Senator Rouyn,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Quebec,48.23226,-79.057245,1937,1955,N/A,N/A,N/A,N/A,Gold,Silver,N/A,N/A,N/A,N/A,N/A,N/A,False
596,East Malartic Mines,N/A,N/A,N/A,N/A,N/A,East Malartic,Norrie,Quebec,48.12965,-78.099777,1938,1980,N/A,N/A,N/A,N/A,Gold,Arsenic,Beryllium,Copper,Silver,Lead,N/A,N/A,False
597,Nicolet Asbestos Mines,N/A,N/A,N/A,N/A,N/A,N/A,Norbestos,Quebec,45.816926,-71.841887,1939,1969,N/A,N/A,N/A,N/A,Chrysotile,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
598,BC Sugar Refining,N/A,N/A,N/A,N/A,N/A,N/A,Fort Garry,Manitoba,49.84137522,-97.15324002,1939,1997,N/A,N/A,N/A,N/A,Lime,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
599,Aunor Gold Mines,N/A,N/A,N/A,N/A,N/A,Aunor,Timmins,Ontario,48.4414,-81.29698,1940,1984,N/A,N/A,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
600,Yukon Gold Placers,N/A,N/A,N/A,N/A,N/A,N/A,Treadwell (close to steward river),Yukon,63.06469553,-138.8818854,1940,1959,N/A,N/A,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
601,Kinross Gold,N/A,N/A,N/A,N/A,N/A,Hoyle Pond,Timmins,Ontario,48.55076,-81.14896,1941,1949,1983,2022,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,True
602,Canadian Flint and Spar,International Minerals Chemical,N/A,N/A,N/A,N/A,N/A,N/A,Quebec,45.58640493,-75.41778126,1942,1955,N/A,N/A,N/A,N/A,Feldspar,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
603,Canadian Collieries,N/A,N/A,N/A,N/A,N/A,Mercoal,Mercoal,Alberta,53.16712917,-117.0832472,1942,1959,N/A,N/A,N/A,N/A,Coal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
604,Huntingdon Fluorspar Mines,N/A,N/A,N/A,N/A,N/A,Johnston,N/A,Ontario,44.4675,-77.44306,1943,1964,N/A,N/A,N/A,N/A,Fluorspar,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
605,Caland Ore,N/A,N/A,N/A,N/A,N/A,N/A,Atikokan,Ontario,48.81528,-91.605,1943,1979,N/A,N/A,N/A,N/A,Iron,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
606,Nickel Offsets,N/A,N/A,N/A,N/A,N/A,N/A,Foy and Bowell Townships in the Sudbury area of northern Ontario,Ontario,46.7586,-81.23947,1945,1957,N/A,N/A,N/A,N/A,Nickel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
607,Anglo Dominion Gold Exploration,N/A,N/A,N/A,N/A,N/A,Dulama,Missanabie,Ontario,48.376097,-83.853914,1945,1951,1984,1989,N/A,N/A,Gold,Silica,N/A,N/A,N/A,N/A,N/A,N/A,False
608,Aluminum of Canada,Aluminum Company of America,N/A,N/A,N/A,N/A,N/A,Arvida,Quebec,48.42986,-71.1787,1945,1968,N/A,N/A,N/A,N/A,Magnesia,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
609,Star Key Mines,N/A,N/A,N/A,N/A,N/A,N/A,Edmonton,Alberta,53.70906292,-113.5776368,1945,1979,N/A,N/A,N/A,N/A,Coal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
610,Sifto Salt,Domtar Chemicals,Dominion Salt,N/A,N/A,N/A,Sifto Salt Division,Nappan,Nova Scotia,45.78333,-64.23417,1946,2022,N/A,N/A,N/A,N/A,Salt,N/A,N/A,N/A,N/A,N/A,N/A,N/A,True
611,Flintkote Mines,N/A,N/A,N/A,N/A,N/A,N/A,Pontbriand,Quebec,46.130148,-71.27321,1946,1971,N/A,N/A,N/A,N/A,Chrysotile,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
612,Sil Van Consolidated Mining and Milling,N/A,N/A,N/A,N/A,N/A,Duthie,Omineca,British Columbia,54.77306,-127.35722,1946,1954,N/A,N/A,N/A,N/A,Zinc,Lead,N/A,N/A,N/A,N/A,N/A,N/A,False
613,Ronrico Explorations,Eloro Resources,Monarques Resources c,Megastar Development,N/A,N/A,Mine Simkar (Louvicourt GoldFields),Val d'Or,Quebec,48.064328,-77.565004,1947,1949,1991,1993,N/A,N/A,Gold,Copper,Zinc,Tungsten,N/A,N/A,N/A,N/A,False
614,Norlartic Mines,Aur Resources,Prime Resources Group,N/A,N/A,N/A,Norlartic,Val dOr,Quebec,48.148042,-77.989708,1947,1966,1988,1993,N/A,N/A,Gold,Silver,N/A,N/A,N/A,N/A,N/A,N/A,False
615,Bonwhit Mines,Broulan Reef Mines,Porcupine Reef Mines,N/A,N/A,N/A,Bonwhit,Whitney,Ontario,48.51638,-81.15796,1947,1955,N/A,N/A,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
616,Bethlehem Mines,N/A,N/A,N/A,N/A,N/A,Marmoraton,Elliot Lake,Ontario,44.48119773,-77.65885596,1948,1978,N/A,N/A,N/A,N/A,Iron ore,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
617,Anacon Lead Mines,N/A,N/A,N/A,N/A,N/A,N/A,Rouyn,Quebec,48.23478529,-79.01894194,1948,1954,N/A,N/A,N/A,N/A,Zinc,Lead,Gold,Silver,N/A,N/A,N/A,N/A,False
618,Quebec Iron and Titanium,QIT Fer et Titane,N/A,N/A,N/A,N/A,Tio (Lake Tio or Allard Lake),Havre St. Pierre,Quebec,50.555821,-63.416052,1948,2022,N/A,N/A,N/A,N/A,Iron,Titanium,N/A,N/A,N/A,N/A,N/A,N/A,True
619,Starratt Olsen Gold Mines,N/A,N/A,N/A,N/A,N/A,Sapawe,N/A,Ontario,50.95092,-93.93332,1948,1956,N/A,N/A,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
620,New Dickenson Mines,Dickenson Mines,Arthur W White Mine or Dickenson Mine,N/A,N/A,N/A,N/A,Balmertown,Ontario,51.06167,-93.73222,1948,1990,N/A,N/A,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
621,Canadian Salt The,N/A,N/A,N/A,N/A,N/A,N/A,Lindbergh,Alberta,53.87536846,-110.6735157,1948,2022,N/A,N/A,N/A,N/A,Salt,N/A,N/A,N/A,N/A,N/A,N/A,N/A,True
622,Ronald Nadon,Canada Flint and Spar Company,N/A,N/A,N/A,N/A,Hickey or Evans-Lou,Saint-Pierre de Wakefield,Quebec,45.663446,-75.742268,1949,1951,1994,2000,N/A,N/A,Feldspar,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
623,Castle Trethewey Mines,N/A,N/A,N/A,N/A,N/A,Castle-Trethewey,N/A,Ontario,47.67639,-80.74139,1949,1971,N/A,N/A,N/A,N/A,Silver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
624,Sheridan Geophysics,Dominion Gulf Company,Fatima Mining Company,Texmont Mines,New Texmont Explorations,N/A,Texmont or Fatima,N/A,Ontario,48.16389,-81.20444,1949,1972,N/A,N/A,N/A,N/A,Copper,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
625,Beattie Duquesne Mines,N/A,N/A,N/A,N/A,N/A,Duquesne,N/A,Quebec,48.474628,-79.035571,1949,1952,N/A,N/A,N/A,N/A,Gold,Silver,Copper,Iron,Molybdenum,N/A,N/A,N/A,False
626,Campbell Red Lake Mines,Placer Dome,Placer Dome,N/A,N/A,N/A,Campbell,Balmertown,Ontario,51.06149,-93.74109,1949,2006,N/A,N/A,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
627,Suffield Metals,N/A,N/A,N/A,N/A,N/A,Giffith's,N/A,Quebec,45.318923,-71.959127,1950,1956,N/A,N/A,N/A,N/A,Zinc,Copper,Silver,Lead,Gold,N/A,N/A,N/A,False
628,Continental Iron and Titanium Mining,N/A,N/A,N/A,N/A,N/A,Bignell,N/A,Quebec,47.540076,-70.566056,1950,1964,N/A,N/A,N/A,N/A,Iron,Titanium,N/A,N/A,N/A,N/A,N/A,N/A,False
629,Zeballos Iron Mines,N/A,N/A,N/A,N/A,N/A,N/A,Zeballos,British Columbia,49.58934858,-126.394043,1950,1968,N/A,N/A,N/A,N/A,Iron,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
630,Columbia Gypsum Products,Western Gypsum Products,Westroc Industries,BPB Canada,N/A,N/A,Gypsum (Windermere Creek) or Windermere,Windermere,British Columbia,50.480554,-115.87333,1950,1988,N/A,N/A,N/A,N/A,Gypsum,Anhydrite,N/A,N/A,N/A,N/A,N/A,N/A,False
631,Yale Lead and Zinc Mines,N/A,N/A,N/A,N/A,N/A,Red Cliff,Stewart,British Columbia,56.098333,-129.89833,1950,1959,N/A,N/A,N/A,N/A,Lead,Zinc,Silver,N/A,N/A,N/A,N/A,N/A,False
632,Dynatec,N/A,N/A,N/A,N/A,N/A,Mineral Products Division,Marmora,Ontario,44.50306,-77.45278,1951,2020,N/A,N/A,N/A,N/A,Talc,Dolomite,N/A,N/A,N/A,N/A,N/A,N/A,False
633,Mindamar Metals,N/A,N/A,N/A,N/A,N/A,Mindamar,Stirling Richmond County,Nova Scotia,45.727616,-60.43798935,1951,1956,N/A,N/A,N/A,N/A,Zinc,Lead,Copper,Iron,Silver,Gold,N/A,N/A,False
634,Valley Mining,N/A,N/A,N/A,N/A,N/A,Chibex,"La Dauversiere Twp, Chibougamau",Quebec,49.57445587,-74.35867247,1951,1961,1974,1975,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
635,International Minerals and Chemical,N/A,N/A,N/A,N/A,N/A,Back and Smith Lakes,Buckingham,Quebec,45.58671889,-75.41974,1952,1971,N/A,N/A,N/A,N/A,Feldspar,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
636,Altantic Gypsum,N/A,N/A,N/A,N/A,N/A,N/A,Corner Brook,Newfoundland and Labrador,48.95223385,-57.94616146,1952,1961,2000,2007,N/A,N/A,Gypsum,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
637,National Gypsum,N/A,N/A,N/A,N/A,N/A,N/A,"Dutch Settlement, Halifax County",Nova Scotia,44.98442562,-63.45412681,1953,1955,N/A,N/A,N/A,N/A,Gypsum,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
638,Indusmin,Dominion Silica,Dominion Industrial Mineral,Unimin Canada,N/A,N/A,Saint-Donat,St. Donat/Montreal,Quebec,46.303527,-74.213339,1953,2022,N/A,N/A,N/A,N/A,Quartz,N/A,N/A,N/A,N/A,N/A,N/A,N/A,True
639,Les Mines Gallen Limitee,Noranda,Glencore,N/A,N/A,N/A,Gallen,Noranda,Quebec,48.325283,-78.951474,1953,1962,1980,1985,1997,2000,Zinc,Silver,Gold,Copper,Lead,N/A,N/A,N/A,False
640,Nu Age Uranium Mines Ltds,Old Smokey Occurrence,Imperial Oil,N/A,N/A,N/A,Nu-Age or Tripp,N/A,Ontario,44.95564,-78.3246,1954,1956,N/A,N/A,N/A,N/A,Uranium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
641,Greyhawk Uranium Mines,N/A,N/A,N/A,N/A,N/A,Greyhawk,Faraday Twp,Ontario,45.031667,-77.895556,1954,1959,1976,1982,N/A,N/A,Uranium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
642,Nova Scotia Sand and Gravel,Shaw Resources,N/A,N/A,N/A,N/A,N/A,Shubenacadie,Nova Scotia,45.0886171,-63.40213949,1954,2022,N/A,N/A,N/A,N/A,Silica,N/A,N/A,N/A,N/A,N/A,N/A,N/A,True
643,Spar Mica,N/A,N/A,N/A,N/A,N/A,N/A,Baie-Johan-Beetz,Quebec,50.29118,-62.76928,1954,1959,N/A,N/A,N/A,N/A,Feldspar,Mica,N/A,N/A,N/A,N/A,N/A,N/A,False
644,National Gypsum,N/A,N/A,N/A,N/A,N/A,N/A,Milford Station,Nova Scotia,45.00868,-63.41876368,1955,1987,N/A,N/A,N/A,N/A,Gypsum,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
645,Rio Tinto Dow,Rio Tinto Nuclear Products,Sagamore Exploration,Amax Exploration Incorporated,N/A,N/A,N/A,N/A,Ontario,46.496994,-83.729875,1955,1970,N/A,N/A,N/A,N/A,Thorium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
646,North Canadian Enterprises,N/A,N/A,N/A,N/A,N/A,N/A,Pointe Mamainse,Ontario,47.05608,-84.76179,1955,1972,N/A,N/A,N/A,N/A,Copper,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
647,Campbell Chibougamau Mines,Campbell Resources,N/A,N/A,N/A,N/A,Campbell (Main),Chibougamau,Quebec,49.871472,-74.334379,1955,1980,N/A,N/A,N/A,N/A,Copper,Gold,Silver,N/A,N/A,N/A,N/A,N/A,False
648,Princeton Mining,Advocate Mines,Baie Verte Mines Reprocessing,N/A,N/A,N/A,Baie Verte Tailings,Baie Verte,Newfoundland and Labrador,49.9797357,-56.19399308,1955,1995,N/A,N/A,N/A,N/A,Asbestos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
649,Forty Four Mines,N/A,N/A,N/A,N/A,N/A,Wingold,Bissett,Manitoba,51.02598737,-95.68477857,1955,1963,N/A,N/A,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
650,Algom Uranium Mines,N/A,N/A,N/A,N/A,N/A,Quirke,N/A,Ontario,46.5112,-82.6321,1956,1960,1968,1990,N/A,N/A,Uranium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
651,Rainville Mines,N/A,N/A,N/A,N/A,N/A,Groleau-Trenholme,N/A,Quebec,48.074547,-77.568734,1956,1958,N/A,N/A,N/A,N/A,Copper,Gold,Silver,N/A,N/A,N/A,N/A,N/A,False
652,Mid West Copper and Uranium Mines,N/A,N/A,N/A,N/A,N/A,Swansea,Windermere,British Columbia,50.510165,-115.952649,1956,1960,N/A,N/A,N/A,N/A,Zinc,Lead,N/A,N/A,N/A,N/A,N/A,N/A,False
653,Electro Metallurgical,Union Carbide Canada Mining,Elkem Metal Canada,St Lawrence Alloys and Metals,N/A,N/A,N/A,Melocheville,Quebec,45.313175,-73.938671,1957,1979,N/A,N/A,N/A,N/A,Silica,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
654,Canadian Johns Manville,Steetley Talc,Luzenac,Imerys Talc,N/A,N/A,N/A,Penhorwood Township,Ontario,48.19056,-82.09861,1957,2020,N/A,N/A,N/A,N/A,Talc,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
655,Metal Mines,N/A,N/A,N/A,N/A,N/A,N/A,Gordon Lake mine,Ontario,50.4855,-94.3469,1957,1969,N/A,N/A,N/A,N/A,Nickel,Copper,N/A,N/A,N/A,N/A,N/A,N/A,False
656,Stanrock Uranium Mines,N/A,N/A,N/A,N/A,N/A,Stanrock,Elliot Lake,Ontario,46.47102,-82.56182,1958,1985,N/A,N/A,N/A,N/A,Uranium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
657,Ego Resources,Gold Fields Canadian Mining,Richmont Mines,N/A,N/A,N/A,Cobatec Operations,Cobalt,Ontario,48.236614,-84.635213,1959,1991,N/A,N/A,N/A,N/A,Nickel,Cobalt,N/A,N/A,N/A,N/A,N/A,N/A,False
658,Noranda Mines,N/A,N/A,N/A,N/A,N/A,Langmuir,Timmins,Ontario,48.341494,-81.001861,1959,1992,N/A,N/A,N/A,N/A,Nickel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
659,Haulpai Enterprises,N/A,N/A,N/A,N/A,N/A,N/A,N/A,British Columbia,49.0505054,-124.86671,1959,1960,N/A,N/A,N/A,N/A,Barite,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
660,Granby Consolidated Mining Smelting Power The,N/A,N/A,N/A,N/A,N/A,Granby,N/A,British Columbia,49.098889,-118.597778,1959,1978,N/A,N/A,N/A,N/A,Silica,Gold,Silver,Lead,Copper,Zinc,N/A,N/A,False
661,Mines de Poirier,N/A,N/A,N/A,N/A,N/A,N/A,Joutel,Quebec,49.443382,-78.38696,1959,1975,N/A,N/A,N/A,N/A,Copper,Zinc,Silver,N/A,N/A,N/A,N/A,N/A,False
662,MSV Resources,N/A,N/A,N/A,N/A,N/A,Portage,Chibougamau,Quebec,49.908567,-74.191811,1959,1997,N/A,N/A,N/A,N/A,Copper,Gold,Silver,N/A,N/A,N/A,N/A,N/A,False
663,Baroid of Canada,N/A,N/A,N/A,N/A,N/A,N/A,Spillimacheen,British Columbia,50.93111,-116.48527,1959,1966,N/A,N/A,N/A,N/A,Barite,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
664,Surluga Gold Mines,N/A,N/A,N/A,N/A,N/A,N/A,Wawa,Ontario,47.96379,-84.74087,1960,1999,N/A,N/A,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
665,St Andrew Goldfields,Hollinger Consolidated Gold Mines,Quebec Sturgeon River Mines,N/A,N/A,N/A,Stock or Clavos,Stock Township,Ontario,48.55011,-80.75039,1960,2007,N/A,N/A,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
666,Georgian Mineral Industries,N/A,N/A,N/A,N/A,N/A,Canoe North,N/A,British Columbia,52.759722,-119.29444,1960,1961,N/A,N/A,N/A,N/A,Mica,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
667,Canada Tungsten Mining,N/A,N/A,N/A,N/A,N/A,Cantung,"Tungsten (via Watson Lake, Y.T.)",Northwest Territories,61.97083333,-128.2333333,1960,1986,2001,2009,2010,2015,Tungsten,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
668,King Mining,Dufferin Mining,N/A,N/A,N/A,N/A,N/A,N/A,New Brunswick,46.0457,-66.0439,1961,1967,N/A,N/A,N/A,N/A,Coal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
669,Mensilvo Mines,Silver Crater Mines,N/A,N/A,N/A,N/A,N/A,N/A,Ontario,47.37373,-79.68272,1961,1964,N/A,N/A,N/A,N/A,Cobalt,Silver,N/A,N/A,N/A,N/A,N/A,N/A,False
670,United Hearne Resources,N/A,N/A,N/A,N/A,N/A,London Hill,New Denver,British Columbia,50.060833,-117.215278,1961,1967,1974,1975,N/A,N/A,Silver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
671,Malartic Hygrade Gold Mines,N/A,N/A,N/A,N/A,N/A,N/A,Malartic,Quebec,48.16361,-78.02917,1962,1964,1985,1992,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
672,Mining of Canada,N/A,N/A,N/A,N/A,N/A,N/A,Palomar,Ontario,48.284072,-79.788836,1962,1982,N/A,N/A,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
673,Cerna Copper Mines,Cowichan Copper,Jordan River Mines,N/A,N/A,N/A,Sunro,Jordan River,British Columbia,48.448333,-124.03305,1962,1976,N/A,N/A,N/A,N/A,Copper,Gold,Silver,Molybdenum,Nickel,Cobalt,N/A,N/A,False
674,River Hebert Coal,N/A,N/A,N/A,N/A,N/A,N/A,River Hebert,Nova Scotia,45.69318242,-64.41173139,1963,1980,N/A,N/A,N/A,N/A,Coal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
